Sample;X(ms) [15.02.2026 04:44:56 688 UTC];"l1[%MD44]";"l2[%MD40]";"AO_u[%QD0]"
6797;1771131116574,661996;1,10222637653351;1,63608586788177;10
6798;1771131116636,792296;1,1028538942337;1,63843357563019;10
6799;1771131116700,252596;1,1034791469574;1,64077925682068;10
6800;1771131116764,026696;1,10410690307617;1,64312303066254;10
6801;1771131116825,559196;1,10473918914795;1,64546501636505;10
6802;1771131116889,851096;1,10505533218384;1,64663541316986;10
6803;1771131116952,611496;1,10568559169769;1,64897477626801;10
6804;1771131117014,870896;1,10631906986237;1,65131211280823;10
6805;1771131117076,468496;1,10695374011993;1,65364754199982;10
6806;1771131117140,339596;1,10758936405182;1,65598142147064;10
6807;1771131117201,433496;1,10822713375092;1,65831339359283;10
6808;1771131117264,207896;1,10886311531067;1,6606433391571;10
6809;1771131117327,184496;1,10950529575348;1,66297161579132;10
6810;1771131117389,442196;1,11014664173126;1,6652979850769;10
6811;1771131117451,299296;1,11046659946442;1,66646063327789;10
6812;1771131117515,650696;1,11111044883728;1,66878437995911;10
6813;1771131117577,969296;1,11175584793091;1,67110645771027;10
6814;1771131117638,540096;1,11240017414093;1,6734265089035;10
6815;1771131117702,382096;1,11304652690887;1,67574465274811;10
6816;1771131117764,513996;1,11369466781616;1,67806124687195;10
6817;1771131117827,936896;1,11434519290924;1,68037593364716;10
6818;1771131117890,225196;1,11499607563019;1,68268895149231;10
6819;1771131117954,118796;1,11532187461853;1,68384456634521;10
6820;1771131118015,243096;1,11597549915314;1,68615484237671;10
6821;1771131118078,383396;1,11662983894348;1,68846333026886;10
6822;1771131118142,361096;1,11728382110596;1,69076991081238;10
6823;1771131118203,090696;1,11777520179749;1,69249856472015;10
6824;1771131118266,010896;1,11843359470367;1,69480216503143;10
6825;1771131118327,780796;1,11909222602844;1,69710385799408;10
6826;1771131118392,302796;1,119753241539;1,69940388202667;10
6827;1771131118453,919296;1,12041485309601;1,70170199871063;10
6828;1771131118516,770496;1,12107682228088;1,70399832725525;10
6829;1771131118580,491296;1,12140953540802;1,70514571666718;10
6830;1771131118643,154596;1,12207424640656;1,707439661026;10
6831;1771131118703,829596;1,12273764610291;1,70973145961761;10
6832;1771131118767,278096;1,12340462207794;1,71202170848846;10
6833;1771131118829,281596;1,12407374382019;1,71431016921997;10
6834;1771131118891,821796;1,12474346160889;1,71659684181213;10
6835;1771131118954,549996;1,12507832050323;1,71773946285248;10
6836;1771131119016,278596;1,12591826915741;1,72059428691864;10
6837;1771131119082,765196;1,12642300128937;1,72230589389801;10
6838;1771131119141,639696;1,12709581851959;1,72458624839783;10
6839;1771131119203,310496;1,12777042388916;1,72686505317688;10
6840;1771131119266,946696;1,12844681739807;1,72914206981659;10
6841;1771131119329,904596;1,12912368774414;1,73141729831696;10
6842;1771131119392,328096;1,12980210781097;1,73369097709656;10
6843;1771131119453,981396;1,13048279285431;1,73596274852753;10
6844;1771131119518,142296;1,13116335868835;1,73823285102844;10
6845;1771131119581,740696;1,13184642791748;1,74050104618073;10
6846;1771131119642,696896;1,13218808174133;1,74163460731506;10
6847;1771131119704,764896;1,13287127017975;1,74390029907227;10
6848;1771131119766,916696;1,13355588912964;1,74616420269012;10
6849;1771131119830,310696;1,13424289226532;1,74842667579651;10
6850;1771131119891,096096;1,13493311405182;1,75068724155426;10
6851;1771131119957,300796;1,13562119007111;1,75294601917267;10
6852;1771131120016,821896;1,13630652427673;1,75520312786102;10
6853;1771131120080,057396;1,13699841499329;1,75745856761932;10
6854;1771131120146,704496;1,13769316673279;1,75971210002899;10
6855;1771131120206,376996;1,13803899288177;1,76083827018738;10
6856;1771131120268,187296;1,13873255252838;1,76308941841125;10
6857;1771131120330,249596;1,13943016529083;1,76533877849579;10
6858;1771131120393,572996;1,14012372493744;1,76758658885956;10
6859;1771131120454,760796;1,14081847667694;1,76983249187469;10
6860;1771131120518,987596;1,14151811599731;1,77207672595978;10
6861;1771131120583,294896;1,14221978187561;1,7743194103241;10
6862;1771131120643,909896;1,1425701379776;1,77544009685516;10
6863;1771131120710,098996;1,14327132701874;1,77768003940582;10
6864;1771131120769,816496;1,14397525787354;1,77991843223572;10
6865;1771131120833,674896;1,14467740058899;1,78215503692627;10
6866;1771131120893,290796;1,14538025856018;1,78439009189606;10
6867;1771131120955,737496;1,14608681201935;1,7866233587265;10
6868;1771131121019,394996;1,14644074440002;1,78773939609528;10
6869;1771131121081,777996;1,14750385284424;1,79108488559723;10
6870;1771131121145,092996;1,14785826206207;1,79219925403595;10
6871;1771131121206,778696;1,14856791496277;1,79442667961121;10
6872;1771131121269,682596;1,14927864074707;1,79665243625641;10
6873;1771131121332,453996;1,14998960494995;1,79887652397156;10
6874;1771131121395,972996;1,15070414543152;1,80109870433807;10
6875;1771131121456,859796;1,15141820907593;1,80331945419312;10
6876;1771131121519,071196;1,15213084220886;1,8055385351181;10
6877;1771131121583,035796;1,15284836292267;1,80775606632233;10
6878;1771131121645,483796;1,15320754051208;1,8088641166687;10
6879;1771131121707,725096;1,15392637252808;1,81107890605927;10
6880;1771131121770,703796;1,1546471118927;1,81329226493835;10
6881;1771131121834,860196;1,15536546707153;1,8155038356781;10
6882;1771131121896,107296;1,15608537197113;1,81771385669708;10
6883;1771131121960,495496;1,15680932998657;1,81992197036743;10
6884;1771131122029,410596;1,15753304958344;1,82212853431702;10
6885;1771131122082,866096;1,15843760967255;1,82488465309143;10
6886;1771131122146,134496;1,1586195230484;1,82543551921844;10
6887;1771131122206,980196;1,15934765338898;1,82763803005219;10
6888;1771131122268,975496;1,1600729227066;1,82983887195587;10
6889;1771131122332,586496;1,16080248355865;1,8320380449295;10
6890;1771131122395,524896;1,16153240203857;1,83423566818237;10
6891;1771131122456,162196;1,16226089000702;1,83643174171448;10
6892;1771131122519,420896;1,16299164295197;1,83862590789795;10
6893;1771131122595,911396;1,16372573375702;1,84081876277924;10
6894;1771131122645,596296;1,16409361362457;1,84191453456879;10
6895;1771131122709,379496;1,16491711139679;1,84437835216522;10
6896;1771131122769,293696;1,16565084457397;1,84656667709351;10
6897;1771131122832,202796;1,16638767719269;1,84875357151031;10
6898;1771131122896,335696;1,16712617874146;1,85093867778778;10
6899;1771131122957,487896;1,1678661108017;1,85312235355377;10
6900;1771131123022,649596;1,1686042547226;1,85530424118042;10
6901;1771131123083,272396;1,16897356510162;1,85639464855194;10
6902;1771131123145,738096;1,16971397399902;1,85857427120209;10
6903;1771131123208,837796;1,1704568862915;1,8607519865036;10
6904;1771131123269,442096;1,17119979858398;1,86292827129364;10
6905;1771131123333,748996;1,17194652557373;1,8651031255722;10
6906;1771131123394,956596;1,172691822052;1,86727619171143;10
6907;1771131123456,732896;1,17343366146088;1,86944770812988;10
6908;1771131123519,648596;1,1741818189621;1,87161767482758;10
6909;1771131123582,939596;1,17493152618408;1,87378585338593;10
6910;1771131123645,169696;1,17568016052246;1,8759526014328;10
6911;1771131123707,868596;1,17605423927307;1,87703537940979;10
6912;1771131123769,808596;1,17680382728577;1,87919974327087;10
6913;1771131123833,104296;1,17755806446075;1,88136231899261;10
6914;1771131123895,589696;1,17831087112427;1,88352334499359;10
6915;1771131123958,767796;1,17906272411346;1,88568294048309;10
6916;1771131124023,123496;1,17981505393982;1,88784110546112;10
6917;1771131124083,271296;1,18057143688202;1,88999736309052;10
6918;1771131124145,449996;1,18132972717285;1,89215207099915;10
6919;1771131124210,104496;1,18208587169647;1,8943053483963;10
6920;1771131124270,717596;1,1824654340744;1,89538145065308;10
6921;1771131124333,949896;1,18322706222534;1,89753222465515;10
6922;1771131124396,985596;1,18398475646973;1,89968156814575;10
6923;1771131124459,359596;1,18474388122559;1,90182936191559;10
6924;1771131124520,699896;1,18531703948975;1,9034389257431;10
6925;1771131124583,951696;1,18608057498932;1,90558385848999;10
6926;1771131124647,577696;1,18684244155884;1,9077273607254;10
6927;1771131124710,162596;1,18760788440704;1,90986907482147;10
6928;1771131124771,080196;1,18837535381317;1,91200959682465;10
6929;1771131124834,526696;1,18875861167908;1,91307902336121;10
6930;1771131124896,856096;1,18952322006226;1,91521692276001;10
6931;1771131124960,134396;1,19028961658478;1,91735339164734;10
6932;1771131125024,183296;1,19105982780457;1,91948807239532;10
6933;1771131125084,364496;1,19182932376862;1,92162156105042;10
6934;1771131125149,736696;1,19260096549988;1,92375314235687;10
6935;1771131125210,637096;1,19337344169617;1,92588341236115;10
6936;1771131125274,464196;1,19414401054382;1,92801201343536;10
6937;1771131125338,296096;1,19491803646088;1,93013894557953;10
6938;1771131125398,577996;1,19530546665192;1,93120205402374;10
6939;1771131125461,153496;1,19608056545258;1,93332660198212;10
6940;1771131125523,552596;1,19685685634613;1,9354499578476;10
6941;1771131125586,124196;1,19763100147247;1,93757176399231;10
6942;1771131125648,664396;1,19840919971466;1,93969178199768;10
6943;1771131125710,813796;1,19919157028198;1,94181048870087;10
6944;1771131125774,230896;1,19996869564056;1,943927526474;10
6945;1771131125837,595396;1,20074939727783;1,94604301452637;10
6946;1771131125898,973496;1,20114076137543;1,94710040092468;10
6947;1771131125962,300296;1,2019214630127;1,94921362400055;10
6948;1771131126023,797396;1,20270466804504;1,95132529735565;10
6949;1771131126087,107096;1,203488945961;1,95343554019928;10
6950;1771131126149,604896;1,20427393913269;1,95554411411285;10
6951;1771131126212,342796;1,20525693893433;1,95817792415619;10
